City_name,Hospital_name,Hospital_url,Telephone,Address
Albuquerque,Valley Vet-Co,http://www.findalocalvet.com/Profiles/Valley-Vet-Co.aspx,,"413 Montano Rd NE # A,Albuquerque,NM,87107"
Albuquerque,Animal Humane New Mexico Clnc,http://www.findalocalvet.com/Profiles/Animal-Humane-New-Mexico-Clnc.aspx,,"615 Virginia St SE,Albuquerque,NM,87108"
Albuquerque,Large Animal Clinic,http://www.findalocalvet.com/Profiles/Large-Animal-Clinic.aspx,,"9300 Guadalupe Trl NW,Albuquerque,NM,87114"
Albuquerque,VCA Veterinary Care Animal,http://www.findalocalvet.com/Profiles/VCA-Veterinary-Care-Animal.aspx,,"9901 Montgomery Blvd NE,Albuquerque,NM,87111"
Albuquerque,Eubank Animal Clinic,http://www.findalocalvet.com/Profiles/Eubank-Animal-Clinic.aspx,,"1601 Eubank Blvd NE,Albuquerque,NM,87112"
Albuquerque,ABQ Pet Vets,http://www.findalocalvet.com/Profiles/ABQ-Pet-Vets.aspx,,"9032 Montgomery Blvd NE # B,Albuquerque,NM,87111"
Albuquerque,Albuquerque Animal Emergency,http://www.findalocalvet.com/Profiles/Albuquerque-Animal-Emergency.aspx,,"4000 Montgomery Blvd NE,Albuquerque,NM,87109"
Albuquerque,Vet-Co,http://www.findalocalvet.com/Profiles/Vet-Co.aspx,,"8200 Menaul Blvd NE # R,Albuquerque,NM,87110"
Albuquerque,Petroglyph Animal Hospital,http://www.findalocalvet.com/Profiles/Petroglyph-Animal-Hospital.aspx,,"6633 Caminito Coors NW,Albuquerque,NM,87120"
Saint Paul,Valley Creek Road Animal Hosp,http://www.findalocalvet.com/Profiles/Valley-Creek-Road-Animal-Hosp.aspx,,"9900 Valley Creek Rd # 100,Woodbury,MN,55125"
Albuquerque,Bolton Animal Hospital,http://www.findalocalvet.com/Profiles/Bolton-Animal-Hospital.aspx,,"2005 Yale Blvd SE,Albuquerque,NM,87106"
Raleigh,Animal Hospital at Brier Creek,http://www.findalocalvet.com/Profiles/Animal-Hospital-at-Brier-Creek.aspx,(919) 544-2226,"# 10500 Little Brier Creek Lane,Raleigh,NC,27617"
Pittsburgh,Werntz Memorial Animal Hospital,http://www.findalocalvet.com/Profiles/Werntz-Memorial-Animal-Hospital.aspx,(412) 243-2401,"75 Verona Rd,Pittsburgh,PA,15235"
Salt Lake City,Wasatch Exotic Pet Care,http://www.findalocalvet.com/Profiles/Wasatch-Exotic-Pet-Care.aspx,,"1892 Fort Union Blvd,Salt Lake City,UT,84121"
Pittsburgh,Point 2 for Healthy Pets,http://www.findalocalvet.com/Profiles/Point-2-for-Healthy-Pets.aspx,,"415 Gettysburg St,Pittsburgh,PA,15206"
Orlando,Corrine Drive Animal Hospital,http://www.findalocalvet.com/Profiles/Corrine-Drive-Animal-Hospital.aspx,(407) 895-3774,"2905 Corrine Drive,Orlando,FL,32803"
Pittsburgh,Allegheny North Veterinary,http://www.findalocalvet.com/Profiles/Allegheny-North-Veterinary.aspx,(412) 364-5511,"954 Perry Highway,Pittsburgh,PA,15237"
New York,House Calls for Your Pet,http://www.findalocalvet.com/Profiles/House-Calls-for-Your-Pet.aspx,(212) 465-1667,"322 W 57th St,New York,NY,10019"
Philadelphia,Caring for Cats,http://www.findalocalvet.com/Profiles/Caring-for-Cats.aspx,(215) 509-6060,"100 Leverington Ave,Philadelphia,PA,19127"
New York,Heart of Chelsea Animal Hospital,http://www.findalocalvet.com/Profiles/Heart-of-Chelsea-Animal-Hospital.aspx,(212) 924-6116,"257 West 18th Street  ,New York  ,NY,10011"
Oklahoma City,North Penn Pet Supply-Grooming,http://www.findalocalvet.com/Profiles/North-Penn-Pet-Supply-Grooming.aspx,,"12241 N Pennsylvania Ave,Oklahoma City,OK,73120"
Oklahoma City,Country Pet Care,http://www.findalocalvet.com/Profiles/Country-Pet-Care.aspx,(405) 478-8800,"8121 N Eastern Ave,Oklahoma City,OK,73131"
Oklahoma City,Ranchwood Veterinary Hospital,http://www.findalocalvet.com/Profiles/Ranchwood-Veterinary-Hospital.aspx,(405) 794-5551,"10505 S Santa Fe Ave,Oklahoma City,OK,73170"
New York,Worth Street Veterinary Center,http://www.findalocalvet.com/Profiles/Worth-Street-Veterinary-Center.aspx,(212) 257-6900,"77 Worth St,New York,NY,10013"
Oklahoma City,Warwick Animal Hospital,http://www.findalocalvet.com/Profiles/Warwick-Animal-Hospital.aspx,(405) 722-7717,"12001 N Macarthur Blvd,Oklahoma City,OK,73162"
Oklahoma City,Heritage Plaza Animal Hospital,http://www.findalocalvet.com/Profiles/Heritage-Plaza-Animal-Hospital.aspx,(405) 737-4000,"351 N Air Depot Blvd, Ste K,Oklahoma City,OK,73110"
Saint Louis,Heritage Veterinary Hospital,http://www.findalocalvet.com/Profiles/Heritage-Veterinary-Hospital.aspx,(314) 878-8454,"12952 Olive Blvd,St Louis,MO,63141"
Oakland,The Lake Veterinary Hospital,http://www.findalocalvet.com/Profiles/The-Lake-Veterinary-Hospital.aspx,(510) 452-1255,"3331 Grand Ave, #101,Oakland,CA,94610"
Saint Louis,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital11.aspx,,"62 Brentwood Promenade Ct,St Louis,MO,63144"
Portland,Pearl Animal Hospital,http://www.findalocalvet.com/Profiles/Pearl-Animal-Hospital.aspx,(503) 954-3393,"1250 NW 10th Avenue,Portland,OR,97209"
Portland,Hillsdale Veterinary Group,http://www.findalocalvet.com/Profiles/Hillsdale-Veterinary-Group.aspx,(503) 246-4660,"6359 SW Capitol Hwy,Portland,OR,97239"
Portland,Cedar Mill Veterinary Hospital,http://www.findalocalvet.com/Profiles/Cedar-Mill-Veterinary-Hospital.aspx,(503) 644-3101,"12790 NW Barnes Rd,Portland,OR,97229"
Saint Louis,Affton Veterinary Clinic,http://www.findalocalvet.com/Profiles/Affton-Veterinary-Clinic.aspx,(314) 352-8600,"8100 Gravois Rd,St Louis,MO,63123"
Portland,Sorrento Animal Hospital,http://www.findalocalvet.com/Profiles/Sorrento-Animal-Hospital.aspx,(503) 524-5029,"12730 SW North Dakota,Tigard,OR,97223"
Oklahoma City,Awesome Care Veterinary,http://www.findalocalvet.com/Profiles/Awesome-Care-Veterinary.aspx,(405) 631-0569,"1017 W I 240 Service Rd,Oklahoma City,OK,73139"
Orlando,Waterford Lakes Animal Hospital,http://www.findalocalvet.com/Profiles/Waterford-Lakes-Animal-Hospital.aspx,(407) 382-3818,"11951 Lake Underhill Road,Orlando,FL,32825"
New York,Westside Veterinary Center,http://www.findalocalvet.com/Profiles/Westside-Veterinary-Center.aspx,(212) 580-1800,"220 West 83rd Street  ,New York  ,NY,10024"
Portland,Gateway Veterinary Hospital,http://www.findalocalvet.com/Profiles/Gateway-Veterinary-Hospital.aspx,,"11222 NE Halsey St,Portland,OR,97220"
New York,Tribeca Soho Animal Hospital,http://www.findalocalvet.com/Profiles/Tribeca-Soho-Animal-Hospital.aspx,(212) 925-6100,"5 Lispenard Street,New York,NY,10013"
Portland,Halsey East Animal Clinic,http://www.findalocalvet.com/Profiles/Halsey-East-Animal-Clinic.aspx,(503) 255-0261,"16057 Ne Halsey St,Portland,OR,97230"
Portland,Hollywood Pet Hospital,http://www.findalocalvet.com/Profiles/Hollywood-Pet-Hospital.aspx,(503) 234-9229,"3565 NE Sandy Blvd,Portland,OR,97232"
Portland,Southgate Animal Clinic,http://www.findalocalvet.com/Profiles/Southgate-Animal-Clinic.aspx,(503) 771-0857,"7851 SE King Road,Milwaukie,OR,97222"
Portland,Cat Calls Mobile Cat Clinic,http://www.findalocalvet.com/Profiles/Cat-Calls-Mobile-Cat-Clinic.aspx,,"4407 SW Corbett Ave,Portland,OR,97239"
Portland,North Portland Veterinary Hospital,http://www.findalocalvet.com/Profiles/North-Portland-Veterinary-Hospital.aspx,(503) 285-0462,"3000 N Lombard Street,Portland,OR,97217"
Portland,Lombard Animal Hospital,http://www.findalocalvet.com/Profiles/Lombard-Animal-Hospital.aspx,,"607 NE Lombard St,Portland,OR,97211"
Portland,Sunset Animal Clinic,http://www.findalocalvet.com/Profiles/Sunset-Animal-Clinic2.aspx,,"14740 NW Cornell Rd # 20,Portland,OR,97229"
Portland,Linwood Animal Clinic,http://www.findalocalvet.com/Profiles/Linwood-Animal-Clinic.aspx,,"6135 SE King Rd,Milwaukie,OR,97222"
Portland,St Johns Veterinary Clinic,http://www.findalocalvet.com/Profiles/St-Johns-Veterinary-Clinic2.aspx,(503) 289-4996,"4818 N Lombard St,Portland,OR,97203"
Portland,Barbur Blvd Veterinary Hospital,http://www.findalocalvet.com/Profiles/Barbur-Blvd-Veterinary-Hospital.aspx,(503) 564-4938,"10629 Sw Barbur Blvd,Portland,OR,97219"
Portland,Tigard Animal Hospital,http://www.findalocalvet.com/Profiles/Tigard-Animal-Hospital.aspx,,"13599 SW Pacific Hwy # C,Portland,OR,97223"
Portland,Greenway Pet Clinic,http://www.findalocalvet.com/Profiles/Greenway-Pet-Clinic.aspx,,"12196 SW Scholls Ferry Rd,Portland,OR,97223"
Portland,Cascade Veterinary Referral,http://www.findalocalvet.com/Profiles/Cascade-Veterinary-Referral.aspx,,"11140 SW 68th Pkwy,Tigard,OR,97223"
Portland,A Mobile Pet Clinic,http://www.findalocalvet.com/Profiles/A-Mobile-Pet-Clinic.aspx,,"4608 NE 102nd Ave,Portland,OR,97220"
Portland,Randi Brannan DVM,http://www.findalocalvet.com/Profiles/Randi-Brannan-DVM.aspx,,"4905 SW 77th Ave,Portland,OR,97225"
Portland,Garden Home Veterinary Clinic,http://www.findalocalvet.com/Profiles/Garden-Home-Veterinary-Clinic.aspx,,"7300 SW Garden Home Rd,Portland,OR,97223"
Portland,North Portland Veterinary Hosp,http://www.findalocalvet.com/Profiles/North-Portland-Veterinary-Hosp.aspx,,"3000 N Lombard St,Portland,OR,97217"
Portland,Rose City Veterinary Hospital,http://www.findalocalvet.com/Profiles/Rose-City-Veterinary-Hospital.aspx,(503) 232-3105,"809 SE Powell Blvd,Portland,OR,97202"
Portland,Mt Scott Animal Clinic,http://www.findalocalvet.com/Profiles/Mt-Scott-Animal-Clinic.aspx,(503) 777-3919,"8401 Se Ellis Street,Portland,OR,97266"
Portland,Laurelhurst Veterinary Hospital,http://www.findalocalvet.com/Profiles/Laurelhurst-Veterinary-Hospital.aspx,(503) 536-7670,"2945 NE Sandy Blvd,Portland,OR,97232"
Saint Louis,Spoede Animal Hospital,http://www.findalocalvet.com/Profiles/Spoede-Animal-Hospital.aspx,(314) 569-3111,"10842 Olive Blvd,Creve Couer,MO,63141"
Saint Louis,Arch Animal Hospital,http://www.findalocalvet.com/Profiles/Arch-Animal-Hospital.aspx,(636) 225-8387,"2951 Dougherty Ferry Rd, Ste 102,St Louis,MO,63122"
Portland,Holistic House Calls Vet Svc,http://www.findalocalvet.com/Profiles/Holistic-House-Calls-Vet-Svc.aspx,,"3049 NE Pacific St,Portland,OR,97232"
Saint Louis,My Best Friend Veterinary Ctr,http://www.findalocalvet.com/Profiles/My-Best-Friend-Veterinary-Ctr.aspx,,"9390 Olive Blvd,St Louis,MO,63132"
Saint Louis,Home Vet,http://www.findalocalvet.com/Profiles/Home-Vet.aspx,(636) 227-1371,"10 Lamertin Lane,St Louis,MO,63122"
Portland,Cascade Veterinary Referral Center,http://www.findalocalvet.com/Profiles/Cascade-Veterinary-Referral-Center.aspx,(503) 684-1800,"11140 Sw 68th Pky,Tigard,OR,97223"
Saint Louis,Normandy Animal Hospital Inc,http://www.findalocalvet.com/Profiles/Normandy-Animal-Hospital-Inc.aspx,,"7626 Florissant Rd,St Louis,MO,63121"
Saint Louis,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital12.aspx,,"4621 Chippewa St,St Louis,MO,63116"
Saint Louis,Hampton Animal Hospital,http://www.findalocalvet.com/Profiles/Hampton-Animal-Hospital2.aspx,,"2826 Hampton Ave,St Louis,MO,63139"
Portland,Holistic Pet Vet Clinic,http://www.findalocalvet.com/Profiles/Holistic-Pet-Vet-Clinic.aspx,(503) 293-6666,"11505 SW Pacific Hwy Suite D,Portland,OR,97223"
Saint Louis,Concord Animal Hospital,http://www.findalocalvet.com/Profiles/Concord-Animal-Hospital.aspx,,"11705 Baptist Church Rd,St Louis,MO,63128"
Saint Louis,Animal Emergency Clinic,http://www.findalocalvet.com/Profiles/Animal-Emergency-Clinic2.aspx,,"9937 Big Bend Blvd,St Louis,MO,63122"
Saint Louis,12th St Animal Hospital & Btq,http://www.findalocalvet.com/Profiles/12th-St-Animal-Hospital-Btq.aspx,,"412 N Tucker Blvd,St Louis,MO,63101"
Saint Louis,Creve Coeur Animal Hospital,http://www.findalocalvet.com/Profiles/Creve-Coeur-Animal-Hospital.aspx,(314) 434-4300,"12550 Olive Blvd,Saint Louis,MO,63141"
Saint Paul,Rice Pet Clinic & Hospital,http://www.findalocalvet.com/Profiles/Rice-Pet-Clinic-Hospital.aspx,(651) 484-6222,"111 County Road C W,Saint Paul,MN,55117"
Saint Paul,Grand Avenue Veterinary Ctr,http://www.findalocalvet.com/Profiles/Grand-Avenue-Veterinary-Ctr.aspx,,"1140 Grand Ave,St Paul,MN,55105"
Oklahoma City,Schrag Animal Clinic,http://www.findalocalvet.com/Profiles/Schrag-Animal-Clinic.aspx,(405) 681-0829,"8000 S Pennsylvania Ave,Oklahoma City,OK,73159"
Oklahoma City,Southwestern Pet Clinic,http://www.findalocalvet.com/Profiles/Southwestern-Pet-Clinic.aspx,,"8501 S Western Ave,Oklahoma City,OK,73139"
Oklahoma City,Crestwood Animal Hospital,http://www.findalocalvet.com/Profiles/Crestwood-Animal-Hospital.aspx,,"9100 N Macarthur Blvd,Oklahoma City,OK,73132"
Saint Paul,Shoreview North Oaks Animal Hospital,http://www.findalocalvet.com/Profiles/Shoreview-North-Oaks-Animal-Hospital.aspx,(651) 255-0071,"1034 Highway 96 W,Shoreview,MN,55126"
Saint Louis,Greg L Taff DVM,http://www.findalocalvet.com/Profiles/Greg-L-Taff-DVM.aspx,,"6360 Highland Estates Dr,St Louis,MO,63129"
Oklahoma City,Oklahoma City Equine Clinic,http://www.findalocalvet.com/Profiles/Oklahoma-City-Equine-Clinic.aspx,,"400 NE 70th St,Oklahoma City,OK,73105"
Oklahoma City,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital68.aspx,,"2932 NW 63rd St,Oklahoma City,OK,73116"
Oklahoma City,Greenbriar Veterinary Hospital,http://www.findalocalvet.com/Profiles/Greenbriar-Veterinary-Hospital.aspx,,"1540 SW 89th St,Oklahoma City,OK,73159"
Oklahoma City,Happy Tails Mobile Vet Clinic,http://www.findalocalvet.com/Profiles/Happy-Tails-Mobile-Vet-Clinic.aspx,,"3224 NW 50th St,Oklahoma City,OK,73112"
Oklahoma City,Amber Oaks Veterinary Hospital,http://www.findalocalvet.com/Profiles/Amber-Oaks-Veterinary-Hospital.aspx,,"9209 E Reno Ave,Midwest City,OK,73130"
Oklahoma City,Safe Haven Clinic & Pet Lodge,http://www.findalocalvet.com/Profiles/Safe-Haven-Clinic-Pet-Lodge.aspx,,"1279 N Air Depot Blvd,Oklahoma City,OK,73110"
Oklahoma City,Mac Arthur Boulevard Animal,http://www.findalocalvet.com/Profiles/Mac-Arthur-Boulevard-Animal.aspx,,"1608 N Macarthur Blvd,Oklahoma City,OK,73127"
Oklahoma City,Veterinary Home Healthcare,http://www.findalocalvet.com/Profiles/Veterinary-Home-Healthcare.aspx,(405) 820-6647,"P.O. Box 21512,Oklahoma City,OK,73156"
Oklahoma City,Quail Creek Veterinary Clinic,http://www.findalocalvet.com/Profiles/Quail-Creek-Veterinary-Clinic.aspx,,"2915 NW 122nd St,Oklahoma City,OK,73120"
Oklahoma City,Nichols Hills Veterinary Clnc,http://www.findalocalvet.com/Profiles/Nichols-Hills-Veterinary-Clnc.aspx,,"6920 N Western Ave,Oklahoma City,OK,73116"
Oklahoma City,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital67.aspx,,"6327 SW 3rd St,Oklahoma City,OK,73128"
Oklahoma City,Britton Road Veterinary Clinic,http://www.findalocalvet.com/Profiles/Britton-Road-Veterinary-Clinic.aspx,(405) 751-8007,"2826 West Britton Road,Oklahoma City,OK,73120"
Oklahoma City,Nichles Hills,http://www.findalocalvet.com/Profiles/Nichles-Hills.aspx,,"6920 N Western Ave,Oklahoma City,OK,73116"
Portland,Timberland Animal Clinic,http://www.findalocalvet.com/Profiles/Timberland-Animal-Clinic.aspx,(503) 665-1194,"18110 Se Division Street,Portland,OR,97236"
Oklahoma City,Hefner Road Animal Hospital,http://www.findalocalvet.com/Profiles/Hefner-Road-Animal-Hospital.aspx,(405) 773-5557,"7124 W Hefner Rd,Oklahoma City,OK,73162"
Oklahoma City,Summit Pointe Vet Clinic,http://www.findalocalvet.com/Profiles/Summit-Pointe-Vet-Clinic.aspx,,"9101 S Western Ave # 120,Oklahoma City,OK,73139"
New York,Symphony Vet Center,http://www.findalocalvet.com/Profiles/Symphony-Vet-Center.aspx,(212) 866-8000,"698 Amsterdam Ave,New York,NY,10025"
New York,West Village Veterinary Hospital,http://www.findalocalvet.com/Profiles/West-Village-Veterinary-Hospital.aspx,(212) 633-7400,"75 8th Ave,New York,NY,10014"
New York,St Marks Veterinary Hospital,http://www.findalocalvet.com/Profiles/St-Marks-Veterinary-Hospital.aspx,,"348 E 9th St,New York,NY,10003"
New York,145th St Animal Hospital,http://www.findalocalvet.com/Profiles/145th-St-Animal-Hospital.aspx,(212) 234-3489,"454 W 145th St,New York,NY,10031"
Saint Louis,Southtown Veterinary Clinic,http://www.findalocalvet.com/Profiles/Southtown-Veterinary-Clinic.aspx,,"7315 S Broadway,St Louis,MO,63111"
New York,Veterinary House Calls,http://www.findalocalvet.com/Profiles/Veterinary-House-Calls.aspx,(212) 838-2569,"349 E 49th St,New York,NY,10017"
New York,Lexington Veterinary Group,http://www.findalocalvet.com/Profiles/Lexington-Veterinary-Group.aspx,(212) 889-7778,"133 E 39th St,New York,NY,10016"
New York,City Pet Doctor,http://www.findalocalvet.com/Profiles/City-Pet-Doctor.aspx,(917) 439-2097,"95 Horatio St,New York,NY,10014"
New York,The Village Veterinarian,http://www.findalocalvet.com/Profiles/The-Village-Veterinarian.aspx,(212) 979-9870,"514 E 6th St, Frnt 1,New York,NY,10009"
New York,ASPCA Bergh Meml Animal,http://www.findalocalvet.com/Profiles/ASPCA-Bergh-Meml-Animal.aspx,,"424 E 92nd St # 3,New York,NY,10128"
New York,City Veterinary Care,http://www.findalocalvet.com/Profiles/City-Veterinary-Care.aspx,(212) 799-7000,"220 W 72nd St, #1,New York,NY,10023"
New York,Feline Health,http://www.findalocalvet.com/Profiles/Feline-Health.aspx,(212) 879-0700,"1533 1st Avenue, 81st  ,New York  ,NY,10028"
Saint Louis,Kingsbury Animal Hospital,http://www.findalocalvet.com/Profiles/Kingsbury-Animal-Hospital.aspx,(314) 721-6251,"420 North Skinker Blvd.,Saint Louis,MO,63130"
New York,East Village Veterinarian,http://www.findalocalvet.com/Profiles/East-Village-Veterinarian.aspx,,"241 Eldridge St # A,New York,NY,10002"
Oklahoma City,Post Road Pet Clinic,http://www.findalocalvet.com/Profiles/Post-Road-Pet-Clinic.aspx,,"1628 S Post Rd,Oklahoma City,OK,73130"
New York,Vet Med Impex,http://www.findalocalvet.com/Profiles/Vet-Med-Impex.aspx,,"47 E 30th St,New York,NY,10016"
New York,Best Pet Rx,http://www.findalocalvet.com/Profiles/Best-Pet-Rx.aspx,(800) 390-2779,"1751 2nd Ave  ,New York  ,NY,10128"
New York,Washington Heights Animal Hosp,http://www.findalocalvet.com/Profiles/Washington-Heights-Animal-Hosp.aspx,,"2414 Amsterdam Ave,New York,NY,10033"
New York,Pet Requiem,http://www.findalocalvet.com/Profiles/Pet-Requiem.aspx,(646) 599-7953,"310 W 47 St. 5B,New York,NY,10036"
New York,Animal General,http://www.findalocalvet.com/Profiles/Animal-General.aspx,,"140 W 67th St,New York,NY,10023"
New York,East Side Animal Hospital,http://www.findalocalvet.com/Profiles/East-Side-Animal-Hospital.aspx,,"321 E 52nd St # A,New York,NY,10022"
Oakland,Broadway Pet Hospital,http://www.findalocalvet.com/Profiles/Broadway-Pet-Hospital.aspx,(510) 653-0212,"4920 Broadway,Oakland,CA,94611"
Oakland,Claremont Veterinary Hospital,http://www.findalocalvet.com/Profiles/Claremont-Veterinary-Hospital.aspx,,"5331 College Ave,Oakland,CA,94618"
Oakland,All Seasons Mobile Vet Clinic,http://www.findalocalvet.com/Profiles/All-Seasons-Mobile-Vet-Clinic.aspx,(510) 430-0366,"2221 103rd Ave,Oakland,CA,94603"
New York,Reade Street Animal Hospital,http://www.findalocalvet.com/Profiles/Reade-Street-Animal-Hospital.aspx,(212) 274-1700,"146 Reade St  ,New York  ,NY,10013"
New York,145th Street Animal Hospital,http://www.findalocalvet.com/Profiles/145th-Street-Animal-Hospital.aspx,,"454 W 145th St,New York,NY,10031"
Omaha,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital65.aspx,,"3103 Oak View Dr,Omaha,NE,68144"
Oakland,Montclair Veterinary Hospital,http://www.findalocalvet.com/Profiles/Montclair-Veterinary-Hospital.aspx,(510) 339-8600,"1961 Mountain Blvd,Oakland  ,CA,94611"
Omaha,Omaha Animal Hospital PC,http://www.findalocalvet.com/Profiles/Omaha-Animal-Hospital-PC.aspx,,"4908 L St,Omaha,NE,68117"
New York,Murray Hill Pet Hospital,http://www.findalocalvet.com/Profiles/Murray-Hill-Pet-Hospital.aspx,(212) 685-2857,"47 E 30th St  ,New York  ,NY,10016"
Omaha,Animal Spay-Neuter Clinic,http://www.findalocalvet.com/Profiles/Animal-Spay-Neuter-Clinic.aspx,,"4970 NW Radial Hwy,Omaha,NE,68104"
Omaha,Harvey Oaks Animal Hospital,http://www.findalocalvet.com/Profiles/Harvey-Oaks-Animal-Hospital.aspx,(402) 334-0200,"2706 S 148th Avenue Cir,Omaha,NE,68144"
Omaha,American Animal Hospital,http://www.findalocalvet.com/Profiles/American-Animal-Hospital.aspx,,"11030 Emmet St,Omaha,NE,68164"
Omaha,Belle Mead Animal Hospital,http://www.findalocalvet.com/Profiles/Belle-Mead-Animal-Hospital.aspx,(402) 972-8603,"12100 W Center Rd,Omaha,NE,68144"
Omaha,Southwest Animal Hospital Pc,http://www.findalocalvet.com/Profiles/Southwest-Animal-Hospital-Pc.aspx,,"3540 Q St,Omaha,NE,68107"
Omaha,Ralston Veterinary Clinic Incorporated,http://www.findalocalvet.com/Profiles/Ralston-Veterinary-Clinic-Incorporated.aspx,(402) 331-6322,"6880 S 78th Street,Ralston,NE,68127"
Omaha,Fort Street Veterinarian,http://www.findalocalvet.com/Profiles/Fort-Street-Veterinarian.aspx,,"14345 Fort St # 500,Omaha,NE,68164"
Omaha,Backlund Animal Clinic,http://www.findalocalvet.com/Profiles/Backlund-Animal-Clinic.aspx,,"2616 S 158th Plz,Omaha,NE,68130"
Omaha,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital64.aspx,,"6220 N 73rd Plz,Omaha,NE,68134"
Omaha,NE Equine Veterinary Clinic,http://www.findalocalvet.com/Profiles/NE-Equine-Veterinary-Clinic.aspx,,"9620 N 132nd St,Omaha,NE,68142"
Omaha,Backlund Animal Clinic,http://www.findalocalvet.com/Profiles/Backlund-Animal-Clinic2.aspx,(402) 334-1580,"2616 South 158th Plaza,Omaha,NE,68130"
Omaha,Rockbrook Animal Clinic,http://www.findalocalvet.com/Profiles/Rockbrook-Animal-Clinic.aspx,,"2814 S 107th Ave,Omaha,NE,68124"
Omaha,Goodrich Veterinary Clinic,http://www.findalocalvet.com/Profiles/Goodrich-Veterinary-Clinic.aspx,,"14120 S St,Omaha,NE,68137"
Omaha,24th Street Animal Clinic,http://www.findalocalvet.com/Profiles/24th-Street-Animal-Clinic.aspx,,"3258 S 24th St,Omaha,NE,68108"
Omaha,Miracle Hills Animal Hospital,http://www.findalocalvet.com/Profiles/Miracle-Hills-Animal-Hospital.aspx,,"606 N 114th St,Omaha,NE,68154"
Omaha,Animal Clinic Suburban,http://www.findalocalvet.com/Profiles/Animal-Clinic-Suburban.aspx,,"14203 Pacific St,Omaha,NE,68154"
Omaha,Community Animal Hospital,http://www.findalocalvet.com/Profiles/Community-Animal-Hospital3.aspx,,"9018 Fort St,Omaha,NE,68134"
Omaha,Benson Animal Clinic,http://www.findalocalvet.com/Profiles/Benson-Animal-Clinic.aspx,,"4417 N 61st St,Omaha,NE,68104"
Orlando,South Orlando Animal Hospital,http://www.findalocalvet.com/Profiles/South-Orlando-Animal-Hospital.aspx,(407) 855-1297,"11265 S Orange Blossom Trail,Orlando,FL,32837"
Omaha,Midwestvet,http://www.findalocalvet.com/Profiles/Midwestvet.aspx,,"9706 Mockingbird Dr,Omaha,NE,68127"
Orlando,Animal Hospital at Vista Lakes,http://www.findalocalvet.com/Profiles/Animal-Hospital-at-Vista-Lakes.aspx,(407) 380-3011,"8770 Lee Vista Blvd,Orlando,FL,32829"
Omaha,Millard Veterinary Clinic,http://www.findalocalvet.com/Profiles/Millard-Veterinary-Clinic.aspx,,"17935 Welch Plz # 102,Omaha,NE,68135"
Orlando,Kirkman Road Veterinary Clinic,http://www.findalocalvet.com/Profiles/Kirkman-Road-Veterinary-Clinic.aspx,(407) 297-7528,"38 S Kirkman Rd,Orlando,FL,32835"
Omaha,Best Care Pet Hospital,http://www.findalocalvet.com/Profiles/Best-Care-Pet-Hospital.aspx,,"5305 N 108th St,Omaha,NE,68164"
Orlando,Kirkman Area Animal Clinic,http://www.findalocalvet.com/Profiles/Kirkman-Area-Animal-Clinic.aspx,(407) 295-7547,"5633 Metro West Blvd.,Orlando,FL,32811"
Orlando,Rosemont Animal Clinic,http://www.findalocalvet.com/Profiles/Rosemont-Animal-Clinic.aspx,,"5512 Clarcona Ocoee Rd,Orlando,FL,32810"
Orlando,Hiawassee Veterinary Clinic,http://www.findalocalvet.com/Profiles/Hiawassee-Veterinary-Clinic.aspx,(407) 299-3969,"6525 Old Winter Garden Rd,Orlando,FL,32835"
Omaha,Jernigan N B DVM,http://www.findalocalvet.com/Profiles/Jernigan-N-B-DVM.aspx,,"6003 S 102nd St,Omaha,NE,68127"
Orlando,Pine Castle Animal Hospital,http://www.findalocalvet.com/Profiles/Pine-Castle-Animal-Hospital.aspx,,"5250 S Orange Ave,Orlando,FL,32809"
Orlando,Pershing Oaks Animal Hospital,http://www.findalocalvet.com/Profiles/Pershing-Oaks-Animal-Hospital.aspx,(407) 494-4975,"3240 S Goldenrod Road,Orlando,FL,32822"
Orlando,Conway Veterinary Hospital,http://www.findalocalvet.com/Profiles/Conway-Veterinary-Hospital.aspx,(407) 851-4758,"4752 Hoffner Ave,Orlando,FL,32812"
Orlando,Chickasaw Trail Animal Hosp,http://www.findalocalvet.com/Profiles/Chickasaw-Trail-Animal-Hosp.aspx,,"8555 Curry Ford Rd,Orlando,FL,32825"
Orlando,Kindred Spirits Animal Clinic,http://www.findalocalvet.com/Profiles/Kindred-Spirits-Animal-Clinic.aspx,(407) 855-1350,"7306 S Orange Blossom Trl,Orlando,FL,32809"
Orlando,Union Park Animal Hospital,http://www.findalocalvet.com/Profiles/Union-Park-Animal-Hospital.aspx,(407) 273-6010,"10640 E Colonial Dr,Orlando,FL,32817"
Orlando,Emergency Pet Hospital of Orlando,http://www.findalocalvet.com/Profiles/Emergency-Pet-Hospital-of-Orlando.aspx,(407) 298-3805,"8742 White Rd,Orlando,FL,32818"
